,0
8596,0
8597,0
8598,5
8599,3
8600,0
8601,1
8602,5
8603,5
8604,1
8605,1
8606,5
8607,3
8608,3
8609,2
8610,4
8611,2
8612,0
8613,1
8614,4
8615,0
8616,1
8617,4
8618,2
8619,3
8620,1
8621,1
8622,0
8623,0
8624,2
8625,4
8626,5
8627,2
8628,0
8629,4
8630,1
8631,5
8632,0
8633,0
8634,2
8635,5
8636,2
8637,0
8638,4
8639,2
8640,5
8641,1
8642,0
8643,0
8644,2
8645,0
8646,0
8647,5
8648,3
8649,4
8650,3
8651,0
8652,4
8653,1
8654,2
8655,5
8656,4
8657,5
8658,5
8659,1
8660,5
8661,3
8662,5
8663,0
8664,2
8665,3
8666,3
8667,1
8668,0
8669,1
8670,0
8671,0
8672,3
8673,3
8674,5
8675,0
8676,3
8677,3
8678,3
8679,5
8680,0
8681,0
8682,4
8683,2
8684,1
8685,1
8686,2
8687,1
8688,1
8689,2
8690,5
8691,3
8692,2
8693,5
8694,4
8695,3
8696,2
8697,3
8698,0
8699,5
8700,2
8701,0
8702,2
8703,0
8704,0
8705,0
8706,5
8707,1
8708,5
8709,4
8710,1
8711,5
8712,3
8713,4
8714,1
8715,3
8716,2
8717,1
8718,2
8719,1
8720,2
8721,4
8722,4
8723,0
8724,3
8725,4
8726,3
8727,1
8728,1
8729,4
8730,4
8731,1
8732,4
8733,2
8734,0
8735,3
8736,1
8737,2
8738,5
8739,5
8740,0
8741,0
8742,0
8743,2
8744,4
8745,2
8746,2
8747,3
8748,4
8749,0
8750,3
8751,4
8752,4
8753,0
8754,1
8755,2
8756,4
8757,2
8758,3
8759,2
8760,3
8761,5
8762,5
8763,3
8764,1
8765,3
8766,1
8767,2
8768,5
8769,3
8770,3
8771,1
8772,4
8773,4
8774,5
8775,1
8776,4
8777,1
8778,4
8779,5
8780,3
8781,3
8782,4
8783,5
8784,3
8785,0
8786,0
8787,5
8788,3
8789,0
8790,4
8791,2
8792,5
8793,3
8794,2
8795,2
8796,0
8797,1
8798,3
8799,1
8800,3
8801,3
8802,0
8803,4
8804,1
8805,0
8806,2
8807,3
8808,1
8809,5
8810,3
8811,1
8812,2
8813,3
8814,3
8815,0
8816,3
8817,2
8818,4
8819,5
8820,2
8821,3
8822,4
8823,3
8824,2
8825,4
8826,3
8827,5
8828,1
8829,0
8830,1
8831,4
8832,0
8833,3
8834,3
8835,3
8836,3
8837,5
8838,5
8839,5
8840,4
8841,2
8842,1
8843,5
8844,5
8845,1
8846,0
8847,3
8848,4
8849,5
8850,3
8851,2
8852,5
8853,3
8854,5
8855,4
8856,1
8857,1
8858,3
8859,1
8860,5
8861,5
8862,5
8863,1
8864,0
8865,3
8866,2
8867,3
8868,3
8869,0
8870,0
8871,0
8872,5
8873,5
8874,3
8875,4
8876,3
8877,1
8878,1
8879,4
8880,2
8881,2
8882,1
8883,3
8884,5
8885,5
8886,3
8887,3
8888,2
8889,4
8890,1
8891,3
8892,2
8893,3
8894,5
8895,0
8896,2
8897,1
8898,0
8899,3
8900,3
8901,0
8902,4
8903,4
8904,5
8905,4
8906,2
8907,5
8908,5
8909,4
8910,1
8911,5
8912,5
8913,3
8914,5
8915,3
8916,4
8917,0
8918,2
8919,4
8920,3
8921,3
8922,5
8923,0
8924,5
8925,0
8926,3
8927,4
8928,3
8929,2
8930,3
8931,1
8932,0
8933,3
8934,0
8935,4
8936,0
8937,2
8938,3
8939,3
8940,3
8941,1
8942,4
8943,4
8944,0
8945,3
8946,2
8947,2
8948,5
8949,2
8950,5
8951,3
8952,3
8953,5
8954,1
8955,5
8956,3
8957,1
8958,3
8959,4
8960,3
8961,3
8962,5
8963,0
8964,0
8965,1
8966,1
8967,1
8968,2
8969,1
8970,2
8971,0
8972,1
8973,2
8974,2
8975,2
8976,3
8977,5
8978,5
8979,1
8980,1
8981,0
8982,4
8983,1
8984,1
8985,1
8986,3
8987,4
8988,1
8989,0
8990,4
8991,3
8992,3
8993,5
8994,4
8995,3
8996,1
8997,5
8998,3
8999,4
9000,4
9001,1
9002,1
9003,0
9004,3
9005,4
9006,1
9007,2
9008,1
9009,2
9010,4
9011,1
9012,5
9013,3
9014,4
9015,4
9016,4
9017,4
9018,2
9019,0
9020,2
9021,2
9022,0
9023,2
9024,1
9025,4
9026,1
9027,2
9028,1
9029,4
9030,0
9031,2
9032,5
9033,5
9034,5
9035,1
9036,0
9037,1
9038,2
9039,3
9040,5
9041,1
9042,3
9043,5
9044,5
9045,0
9046,1
9047,3
9048,4
9049,0
9050,2
9051,4
9052,2
9053,3
9054,2
9055,0
9056,4
9057,0
9058,4
9059,1
9060,2
9061,3
9062,1
9063,1
9064,4
9065,1
9066,0
9067,1
9068,0
9069,1
9070,3
9071,5
9072,5
9073,3
9074,1
9075,0
9076,1
9077,0
9078,2
9079,5
9080,4
9081,5
9082,3
9083,4
9084,5
9085,1
9086,1
9087,0
9088,3
9089,5
9090,3
9091,1
9092,3
9093,4
9094,1
9095,3
9096,3
9097,1
9098,4
9099,5
9100,2
9101,5
9102,5
9103,2
9104,0
9105,2
9106,4
9107,5
9108,5
9109,3
9110,4
9111,2
9112,4
9113,2
9114,5
9115,4
9116,0
9117,0
9118,4
9119,1
9120,5
9121,5
9122,2
9123,1
9124,5
9125,0
9126,0
9127,5
9128,1
9129,2
9130,1
9131,2
9132,3
9133,2
9134,1
9135,0
9136,2
9137,2
9138,4
9139,4
9140,1
9141,3
9142,0
9143,2
9144,2
9145,3
9146,2
9147,0
9148,0
9149,2
9150,4
9151,3
9152,0
9153,3
9154,3
9155,3
9156,4
9157,3
9158,1
9159,3
9160,1
9161,5
9162,1
9163,0
9164,2
9165,4
9166,2
9167,3
9168,4
9169,5
9170,3
9171,1
9172,2
9173,3
9174,5
9175,5
9176,5
9177,2
9178,5
9179,0
9180,3
9181,5
9182,1
9183,1
9184,5
9185,4
9186,3
9187,4
9188,4
9189,5
9190,4
9191,3
9192,1
9193,3
9194,2
9195,2
9196,2
9197,2
9198,0
9199,2
9200,1
9201,0
9202,1
9203,0
9204,0
9205,5
9206,0
9207,0
9208,0
9209,1
9210,2
9211,4
9212,4
9213,3
9214,2
9215,0
9216,5
9217,4
9218,4
9219,0
9220,1
9221,1
9222,5
9223,2
9224,0
9225,2
9226,4
9227,1
9228,4
9229,5
9230,5
9231,4
9232,5
9233,4
9234,3
9235,5
9236,5
9237,2
9238,4
9239,5
9240,0
9241,3
9242,2
9243,5
9244,2
9245,2
9246,0
9247,3
9248,1
9249,5
9250,4
9251,1
9252,3
9253,5
9254,3
9255,5
9256,2
9257,1
9258,2
9259,5
9260,5
9261,1
9262,4
9263,1
9264,4
9265,3
9266,2
9267,5
9268,2
9269,5
9270,4
9271,3
9272,1
9273,4
9274,0
9275,3
9276,2
9277,3
9278,4
9279,0
9280,4
9281,1
9282,4
9283,3
9284,4
9285,1
9286,3
9287,0
9288,3
9289,3
9290,4
9291,4
9292,5
9293,3
9294,0
9295,0
9296,0
9297,3
9298,2
9299,4
9300,2
9301,5
9302,4
9303,2
9304,0
9305,4
9306,5
9307,5
9308,0
9309,3
9310,4
9311,0
9312,4
9313,4
9314,2
9315,1
9316,2
9317,3
9318,4
9319,4
9320,1
9321,3
9322,5
9323,2
9324,4
9325,4
9326,0
9327,2
9328,0
9329,2
9330,1
9331,5
9332,2
9333,1
9334,0
9335,1
9336,2
9337,5
9338,3
9339,5
9340,1
9341,3
9342,1
9343,2
9344,0
9345,4
9346,5
9347,3
9348,2
9349,0
9350,3
9351,4
9352,3
9353,1
9354,2
9355,1
9356,3
9357,2
9358,2
9359,4
9360,5
9361,5
9362,0
9363,1
9364,5
9365,5
9366,3
9367,0
9368,0
9369,1
9370,2
9371,0
9372,3
9373,2
9374,0
9375,0
9376,4
9377,5
9378,5
9379,2
9380,0
9381,5
9382,3
9383,4
9384,4
9385,2
9386,4
9387,5
9388,1
9389,5
9390,3
9391,3
9392,4
9393,5
9394,4
9395,4
9396,2
9397,5
9398,1
9399,4
9400,0
9401,2
9402,4
9403,0
9404,0
9405,2
9406,3
9407,0
9408,5
9409,1
9410,3
9411,0
9412,1
9413,5
9414,5
9415,5
9416,4
9417,4
9418,3
9419,5
9420,0
9421,0
9422,2
9423,3
9424,4
9425,1
9426,1
9427,1
9428,4
9429,4
9430,3
9431,0
9432,1
9433,2
9434,2
9435,3
9436,5
9437,4
9438,5
9439,5
9440,3
9441,0
9442,5
9443,5
9444,1
9445,3
9446,3
9447,5
9448,3
9449,2
9450,4
9451,1
9452,5
9453,2
9454,5
9455,2
9456,0
9457,2
9458,3
9459,2
9460,1
9461,1
9462,1
9463,3
9464,4
9465,5
9466,0
9467,5
9468,5
9469,3
9470,1
9471,4
9472,4
9473,1
9474,4
9475,2
9476,5
9477,3
9478,3
9479,1
9480,4
9481,5
9482,5
9483,4
9484,3
9485,2
9486,5
9487,5
9488,3
9489,0
9490,1
9491,4
9492,2
9493,5
9494,5
9495,5
9496,1
9497,5
9498,2
9499,4
9500,1
9501,2
9502,0
9503,0
9504,4
9505,1
9506,3
9507,5
9508,3
9509,0
9510,4
9511,4
9512,2
9513,3
9514,3
9515,3
9516,4
9517,3
9518,4
9519,5
9520,4
9521,4
9522,0
9523,5
9524,0
9525,1
9526,3
9527,0
9528,5
9529,0
9530,1
9531,1
9532,5
9533,0
9534,0
9535,5
9536,2
9537,3
9538,1
9539,4
9540,0
9541,0
9542,4
9543,3
9544,1
9545,1
9546,4
9547,5
9548,1
9549,1
9550,1
9551,2
9552,3
9553,3
9554,1
9555,2
9556,3
9557,0
9558,0
9559,5
9560,4
9561,1
9562,1
9563,1
9564,1
9565,3
9566,0
9567,3
9568,3
9569,3
9570,4
9571,5
9572,2
9573,3
9574,3
9575,1
9576,3
9577,4
9578,1
9579,1
9580,1
9581,2
9582,2
9583,5
9584,4
9585,0
9586,3
9587,5
9588,1
9589,3
9590,0
9591,4
9592,3
9593,4
9594,2
9595,5
9596,0
9597,3
9598,4
9599,4
9600,3
9601,1
9602,3
9603,2
9604,3
9605,5
9606,3
9607,5
9608,2
9609,4
9610,5
9611,4
9612,3
9613,4
9614,0
9615,4
9616,1
9617,2
9618,1
9619,0
9620,2
9621,4
9622,0
9623,2
9624,2
9625,4
9626,4
9627,0
9628,5
9629,2
9630,2
9631,3
9632,1
9633,2
9634,2
9635,3
9636,2
9637,2
9638,2
9639,3
9640,4
9641,5
9642,1
9643,2
9644,0
9645,4
9646,4
9647,0
9648,5
9649,1
9650,5
9651,0
9652,5
9653,0
9654,5
9655,2
9656,2
9657,1
9658,0
9659,4
9660,2
9661,2
9662,3
9663,3
9664,1
9665,2
9666,1
9667,3
9668,1
9669,2
9670,5
9671,4
9672,2
9673,1
9674,2
9675,2
9676,2
9677,2
9678,2
9679,5
9680,4
9681,0
9682,1
9683,4
9684,4
9685,4
9686,2
9687,5
9688,4
9689,1
9690,4
9691,1
9692,1
9693,0
9694,1
9695,4
9696,5
9697,4
9698,3
9699,0
9700,2
9701,4
9702,4
9703,4
9704,0
9705,0
9706,1
9707,5
9708,2
9709,4
9710,3
9711,2
9712,1
9713,0
9714,4
9715,3
9716,4
9717,2
9718,3
9719,5
9720,1
9721,1
9722,3
9723,1
9724,4
9725,3
9726,5
9727,0
9728,1
9729,3
9730,3
9731,4
9732,3
9733,5
9734,5
9735,0
9736,4
9737,5
9738,2
9739,5
9740,2
9741,3
9742,4
9743,5
9744,0
9745,4
9746,0
9747,4
9748,4
9749,2
9750,1
9751,3
9752,2
9753,2
9754,3
9755,3
9756,2
9757,0
9758,1
9759,4
9760,0
9761,1
9762,1
9763,4
9764,3
9765,2
9766,2
9767,1
9768,3
9769,5
9770,4
9771,4
9772,5
9773,3
9774,5
9775,1
9776,2
9777,2
9778,2
9779,1
9780,5
9781,3
9782,4
9783,0
9784,4
9785,2
9786,3
9787,2
9788,3
9789,4
9790,1
9791,4
9792,2
9793,3
9794,3
9795,2
9796,1
9797,3
9798,0
9799,4
9800,0
9801,1
9802,0
9803,0
9804,1
9805,4
9806,4
9807,0
9808,4
9809,1
9810,4
9811,2
9812,1
9813,2
9814,2
9815,4
9816,3
9817,5
9818,2
9819,0
9820,0
9821,1
9822,1
9823,1
9824,1
9825,4
9826,2
9827,5
9828,5
9829,5
9830,1
9831,3
9832,4
9833,1
9834,2
9835,3
9836,2
9837,5
9838,5
9839,2
9840,3
9841,5
9842,2
9843,1
9844,3
9845,5
9846,2
9847,0
9848,0
9849,0
9850,5
9851,5
9852,1
9853,0
9854,3
9855,1
9856,1
9857,3
9858,2
9859,3
9860,3
9861,2
9862,2
9863,5
9864,0
9865,5
9866,3
9867,2
9868,0
9869,0
9870,5
9871,5
9872,1
9873,3
9874,3
9875,3
9876,5
9877,2
9878,5
9879,2
9880,5
9881,0
9882,5
9883,3
9884,3
9885,2
9886,1
9887,1
9888,5
9889,1
9890,3
9891,1
9892,3
9893,0
9894,1
9895,5
9896,5
9897,4
9898,2
9899,1
9900,2
9901,0
9902,1
9903,2
9904,5
9905,1
9906,1
9907,1
9908,4
9909,3
9910,3
9911,5
9912,2
9913,3
9914,0
9915,0
9916,4
9917,1
9918,3
9919,1
9920,3
9921,4
9922,0
9923,2
9924,0
9925,1
9926,5
9927,2
9928,5
9929,1
9930,2
9931,1
9932,2
9933,3
9934,0
9935,0
9936,5
9937,1
9938,3
9939,1
9940,4
9941,4
9942,0
9943,1
9944,1
9945,1
9946,5
9947,5
9948,4
9949,0
9950,4
9951,3
9952,5
9953,4
9954,1
9955,1
9956,4
9957,4
9958,5
9959,2
9960,4
9961,4
9962,3
9963,3
9964,0
9965,1
9966,2
9967,5
9968,5
9969,0
9970,5
9971,3
9972,4
9973,1
9974,4
9975,3
9976,0
9977,2
9978,4
9979,1
9980,2
9981,5
9982,2
9983,5
9984,5
9985,0
9986,1
9987,1
9988,1
9989,2
9990,0
9991,4
9992,1
9993,2
9994,2
9995,2
9996,4
9997,0
9998,0
9999,0
